,participant,task,trial,choice,reward,RT,expected_reward0,expected_reward1,forced_choice,horizon
3370,1,134,5,0,46.0,0.32308,40,20,False,10
3371,1,134,6,0,33.0,0.485052,40,20,False,10
3372,1,134,7,0,42.0,1.181935,40,20,False,10
3373,1,134,8,0,43.0,0.525027,40,20,False,10
3374,1,134,9,0,44.0,0.292219,40,20,False,10
3375,1,135,0,1,60.0,6.453592,56,60,True,5
3376,1,135,1,1,66.0,0.388065,56,60,True,5
3377,1,135,2,0,57.0,0.347566,56,60,True,5
3378,1,135,3,1,51.0,0.675379,56,60,True,5
3379,1,135,4,0,63.0,0.446808,56,60,False,5
3380,1,136,0,0,43.0,0.746608,48,60,True,10
3381,1,136,1,1,67.0,0.482392,48,60,True,10
3382,1,136,2,1,66.0,0.350984,48,60,True,10
3383,1,136,3,0,51.0,0.334995,48,60,True,10
3384,1,136,4,1,63.0,0.261973,48,60,False,10
3385,1,136,5,1,59.0,0.402259,48,60,False,10
3386,1,136,6,1,63.0,0.359135,48,60,False,10
3387,1,136,7,1,58.0,0.390434,48,60,False,10
3388,1,136,8,1,53.0,0.339332,48,60,False,10
3389,1,136,9,1,58.0,0.359974,48,60,False,10
3390,1,137,0,0,31.0,0.623152,40,28,True,5
3391,1,137,1,0,49.0,0.38937,40,28,True,5
3392,1,137,2,0,34.0,0.386782,40,28,True,5
3393,1,137,3,1,23.0,0.554349,40,28,True,5
3394,1,137,4,0,44.0,1.345897,40,28,False,5
3395,1,138,0,1,81.0,0.487587,60,80,True,5
3396,1,138,1,1,75.0,0.395188,60,80,True,5
3397,1,138,2,0,44.0,0.355243,60,80,True,5
3398,1,138,3,1,81.0,0.34561,60,80,True,5
3399,1,138,4,1,87.0,0.699135,60,80,False,5
3400,1,139,0,1,54.0,1.962685,60,68,True,10
3401,1,139,1,0,72.0,0.366553,60,68,True,10
3402,1,139,2,0,65.0,0.379838,60,68,True,10
3403,1,139,3,1,72.0,0.555513,60,68,True,10
3404,1,139,4,1,76.0,1.201905,60,68,False,10
3405,1,139,5,1,72.0,0.392848,60,68,False,10
3406,1,139,6,0,63.0,0.333492,60,68,False,10
3407,1,139,7,1,69.0,1.126268,60,68,False,10
3408,1,139,8,1,76.0,0.78162,60,68,False,10
3409,1,139,9,1,82.0,0.562772,60,68,False,10
3410,1,140,0,1,75.0,2.721764,60,52,True,5
3411,1,140,1,1,60.0,0.377736,60,52,True,5
3412,1,140,2,1,41.0,0.345325,60,52,True,5
3413,1,140,3,0,66.0,0.411238,60,52,True,5
3414,1,140,4,1,63.0,0.784123,60,52,False,5
3415,1,141,0,1,58.0,2.950671,60,56,True,10
3416,1,141,1,0,58.0,0.375654,60,56,True,10
3417,1,141,2,0,41.0,0.591206,60,56,True,10
3418,1,141,3,1,44.0,1.133391,60,56,True,10
3419,1,141,4,0,49.0,0.294086,60,56,False,10
3420,1,141,5,1,55.0,0.391373,60,56,False,10
3421,1,141,6,0,68.0,3.468366,60,56,False,10
3422,1,141,7,0,56.0,0.264798,60,56,False,10
3423,1,141,8,0,39.0,0.442658,60,56,False,10
3424,1,141,9,0,69.0,1.389993,60,56,False,10
3425,1,142,0,1,58.0,0.788722,60,72,True,10
3426,1,142,1,1,62.0,5.890845,60,72,True,10
3427,1,142,2,0,64.0,0.398574,60,72,True,10
3428,1,142,3,1,77.0,0.422529,60,72,True,10
3429,1,142,4,0,67.0,0.689889,60,72,False,10
3430,1,142,5,1,85.0,0.50852,60,72,False,10
3431,1,142,6,1,62.0,0.445189,60,72,False,10
3432,1,142,7,1,73.0,0.440181,60,72,False,10
3433,1,142,8,1,83.0,0.37297,60,72,False,10
3434,1,142,9,1,67.0,0.482187,60,72,False,10
3435,1,143,0,1,45.0,0.532817,36,40,True,5
3436,1,143,1,0,40.0,0.31374,36,40,True,5
3437,1,143,2,1,46.0,0.448506,36,40,True,5
3438,1,143,3,0,45.0,0.275343,36,40,True,5
3439,1,143,4,1,40.0,0.446283,36,40,False,5
3440,1,144,0,0,78.0,0.547724,80,60,True,5
3441,1,144,1,1,48.0,0.3866,80,60,True,5
3442,1,144,2,0,61.0,0.337169,80,60,True,5
3443,1,144,3,0,70.0,0.337656,80,60,True,5
3444,1,144,4,0,78.0,1.146341,80,60,False,5
3445,1,145,0,1,26.0,2.608863,60,30,True,5
3446,1,145,1,0,55.0,0.328547,60,30,True,5
3447,1,145,2,1,27.0,1.000816,60,30,True,5
3448,1,145,3,1,28.0,0.720953,60,30,True,5
3449,1,145,4,0,62.0,0.000986,60,30,False,5
3450,1,146,0,1,40.0,2.214168,52,40,True,10
3451,1,146,1,0,53.0,0.329938,52,40,True,10
3452,1,146,2,1,51.0,0.326194,52,40,True,10
3453,1,146,3,1,36.0,0.391778,52,40,True,10
3454,1,146,4,1,27.0,0.709667,52,40,False,10
3455,1,146,5,0,35.0,1.149938,52,40,False,10
3456,1,146,6,0,54.0,1.101387,52,40,False,10
3457,1,146,7,0,53.0,0.663883,52,40,False,10
3458,1,146,8,0,59.0,0.665883,52,40,False,10
3459,1,146,9,0,48.0,0.451974,52,40,False,10
3460,1,147,0,0,43.0,0.471809,48,40,True,10
3461,1,147,1,1,33.0,0.362818,48,40,True,10
3462,1,147,2,0,52.0,0.37286,48,40,True,10
3463,1,147,3,1,50.0,0.40303,48,40,True,10
3464,1,147,4,1,33.0,0.66353,48,40,False,10
3465,1,147,5,0,43.0,0.30665,48,40,False,10
3466,1,147,6,0,60.0,3.060315,48,40,False,10
3467,1,147,7,0,40.0,0.304167,48,40,False,10
3468,1,147,8,0,55.0,0.470935,48,40,False,10
3469,1,147,9,0,59.0,4.265867,48,40,False,10
3470,1,148,0,1,48.0,0.612626,20,40,True,5
3471,1,148,1,1,37.0,0.395551,20,40,True,5
3472,1,148,2,0,24.0,0.40884,20,40,True,5
3473,1,148,3,0,27.0,0.415488,20,40,True,5
3474,1,148,4,1,48.0,0.404134,20,40,False,5
3475,1,149,0,1,88.0,0.698101,60,90,True,10
3476,1,149,1,0,71.0,0.62206,60,90,True,10
3477,1,149,2,0,66.0,0.387449,60,90,True,10
3478,1,149,3,1,83.0,0.273724,60,90,True,10
3479,1,149,4,1,95.0,1.859055,60,90,False,10
3480,1,149,5,1,96.0,0.487165,60,90,False,10
3481,1,149,6,1,79.0,0.480625,60,90,False,10
3482,1,149,7,1,99.0,4.97077,60,90,False,10
3483,1,149,8,1,88.0,0.354503,60,90,False,10
3484,1,149,9,1,89.0,0.312925,60,90,False,10
3485,1,150,0,1,78.0,0.465761,52,60,True,5
3486,1,150,1,0,55.0,0.341427,52,60,True,5
3487,1,150,2,0,40.0,4.085145,52,60,True,5
3488,1,150,3,1,56.0,0.297207,52,60,True,5
3489,1,150,4,1,70.0,0.450803,52,60,False,5
3490,1,151,0,1,41.0,0.496155,48,60,True,5
3491,1,151,1,0,57.0,0.720829,48,60,True,5
3492,1,151,2,0,47.0,1.193286,48,60,True,5
3493,1,151,3,1,59.0,0.33589,48,60,True,5
3494,1,151,4,1,60.0,0.560522,48,60,False,5
3495,1,152,0,0,54.0,1.95318,40,70,True,10
3496,1,152,1,1,75.0,0.361055,40,70,True,10
3497,1,152,2,1,73.0,0.385169,40,70,True,10
3498,1,152,3,0,40.0,0.30272,40,70,True,10
3499,1,152,4,1,64.0,0.328013,40,70,False,10
3500,1,152,5,1,64.0,0.295748,40,70,False,10
3501,1,152,6,1,73.0,0.305105,40,70,False,10
3502,1,152,7,1,74.0,0.289872,40,70,False,10
3503,1,152,8,1,66.0,0.412084,40,70,False,10
3504,1,152,9,1,62.0,0.385697,40,70,False,10
3505,1,153,0,1,26.0,0.4778,40,20,True,10
3506,1,153,1,0,46.0,0.33651,40,20,True,10
3507,1,153,2,0,26.0,0.458028,40,20,True,10
3508,1,153,3,1,14.0,0.404652,40,20,True,10
3509,1,153,4,0,37.0,0.753894,40,20,False,10
3510,1,153,5,1,5.0,0.297043,40,20,False,10
3511,1,153,6,0,48.0,0.283211,40,20,False,10
3512,1,153,7,0,64.0,0.292693,40,20,False,10
3513,1,153,8,0,39.0,0.214104,40,20,False,10
3514,1,153,9,0,43.0,0.34846,40,20,False,10
3515,1,154,0,1,10.0,0.474304,40,20,True,10
3516,1,154,1,1,18.0,0.51837,40,20,True,10
3517,1,154,2,0,34.0,0.556447,40,20,True,10
3518,1,154,3,1,15.0,1.231607,40,20,True,10
3519,1,154,4,0,45.0,0.370654,40,20,False,10
3520,1,154,5,0,44.0,0.386191,40,20,False,10
3521,1,154,6,0,42.0,1.455376,40,20,False,10
3522,1,154,7,0,44.0,0.23588,40,20,False,10
3523,1,154,8,0,39.0,0.158711,40,20,False,10
3524,1,154,9,0,44.0,0.24475,40,20,False,10
3525,1,155,0,0,50.0,0.481746,60,40,True,10
3526,1,155,1,0,59.0,0.315835,60,40,True,10
3527,1,155,2,1,30.0,0.320627,60,40,True,10
3528,1,155,3,1,38.0,0.582798,60,40,True,10
3529,1,155,4,0,64.0,0.60615,60,40,False,10
3530,1,155,5,0,61.0,0.427208,60,40,False,10
3531,1,155,6,0,64.0,0.375576,60,40,False,10
3532,1,155,7,0,59.0,0.342438,60,40,False,10
3533,1,155,8,0,58.0,0.293712,60,40,False,10
3534,1,155,9,0,62.0,0.326107,60,40,False,10
3535,1,156,0,0,62.0,0.59271,60,80,True,5
3536,1,156,1,1,86.0,4.494151,60,80,True,5
3537,1,156,2,0,62.0,0.401301,60,80,True,5
3538,1,156,3,1,67.0,0.208031,60,80,True,5
3539,1,156,4,1,73.0,0.437346,60,80,False,5
3540,1,157,0,0,28.0,0.92011,28,40,True,10
3541,1,157,1,0,29.0,0.642268,28,40,True,10
3542,1,157,2,1,20.0,0.487909,28,40,True,10
3543,1,157,3,1,40.0,0.54645,28,40,True,10
3544,1,157,4,0,22.0,4.193226,28,40,False,10
3545,1,157,5,1,39.0,0.281391,28,40,False,10
3546,1,157,6,1,39.0,0.417916,28,40,False,10
3547,1,157,7,1,31.0,0.335531,28,40,False,10
3548,1,157,8,1,42.0,0.415047,28,40,False,10
3549,1,157,9,1,56.0,0.835264,28,40,False,10
3550,1,158,0,0,53.0,2.895824,48,60,True,10
3551,1,158,1,0,38.0,0.369108,48,60,True,10
3552,1,158,2,0,53.0,0.449303,48,60,True,10
3553,1,158,3,1,70.0,0.397857,48,60,True,10
3554,1,158,4,1,65.0,0.538876,48,60,False,10
3555,1,158,5,1,69.0,0.705334,48,60,False,10
3556,1,158,6,1,65.0,1.931691,48,60,False,10
3557,1,158,7,0,49.0,0.524422,48,60,False,10
3558,1,158,8,1,74.0,0.228358,48,60,False,10
3559,1,158,9,1,65.0,0.288487,48,60,False,10
3560,1,159,0,0,80.0,0.79331,90,60,True,10
3561,1,159,1,1,58.0,1.838545,90,60,True,10
3562,1,159,2,1,53.0,0.493928,90,60,True,10
3563,1,159,3,0,76.0,0.928311,90,60,True,10
3564,1,159,4,1,70.0,1.137461,90,60,False,10
3565,1,159,5,1,59.0,0.681242,90,60,False,10
3566,1,159,6,0,87.0,0.283342,90,60,False,10
3567,1,159,7,0,99.0,0.247029,90,60,False,10
3568,1,159,8,0,99.0,0.329188,90,60,False,10
3569,1,159,9,0,92.0,0.408949,90,60,False,10
3570,1,160,0,1,39.0,1.074434,32,40,True,10
3571,1,160,1,0,46.0,0.317427,32,40,True,10
3572,1,160,2,1,27.0,0.351728,32,40,True,10
3573,1,160,3,0,36.0,0.297048,32,40,True,10
3574,1,160,4,0,27.0,0.562496,32,40,False,10
3575,1,160,5,1,42.0,0.216104,32,40,False,10
3576,1,160,6,1,45.0,0.630253,32,40,False,10
3577,1,160,7,0,36.0,0.225157,32,40,False,10
3578,1,160,8,1,36.0,0.149288,32,40,False,10
3579,1,160,9,1,40.0,0.396988,32,40,False,10
3580,1,161,0,1,26.0,0.354042,60,30,True,5
3581,1,161,1,0,55.0,0.297583,60,30,True,5
3582,1,161,2,1,27.0,0.423758,60,30,True,5
3583,1,161,3,1,28.0,0.561652,60,30,True,5
3584,1,161,4,0,62.0,0.417162,60,30,False,5
3585,1,162,0,0,67.0,0.772838,64,60,True,10
3586,1,162,1,1,63.0,1.069261,64,60,True,10
3587,1,162,2,0,65.0,0.288573,64,60,True,10
3588,1,162,3,1,66.0,0.474664,64,60,True,10
3589,1,162,4,1,57.0,3.359138,64,60,False,10
3590,1,162,5,0,72.0,0.21375,64,60,False,10
3591,1,162,6,0,57.0,0.338034,64,60,False,10
3592,1,162,7,0,62.0,0.363951,64,60,False,10
3593,1,162,8,0,68.0,0.354157,64,60,False,10
3594,1,162,9,0,52.0,0.24954,64,60,False,10
3595,1,163,0,0,52.0,0.746438,64,60,True,5
3596,1,163,1,1,70.0,1.700828,64,60,True,5
3597,1,163,2,1,72.0,0.33535,64,60,True,5
3598,1,163,3,0,56.0,3.847755,64,60,True,5
3599,1,163,4,1,48.0,0.282633,64,60,False,5
3600,1,164,0,1,13.0,0.521694,40,10,True,10
3601,1,164,1,0,35.0,0.319983,40,10,True,10
3602,1,164,2,1,1.0,0.359759,40,10,True,10
3603,1,164,3,1,13.0,0.391502,40,10,True,10
3604,1,164,4,0,47.0,0.413207,40,10,False,10
3605,1,164,5,0,49.0,0.275026,40,10,False,10
3606,1,164,6,0,30.0,0.27655,40,10,False,10
3607,1,164,7,0,39.0,0.215842,40,10,False,10
3608,1,164,8,0,40.0,0.514952,40,10,False,10
3609,1,164,9,0,44.0,0.251096,40,10,False,10
3610,1,165,0,0,30.0,0.462175,40,52,True,10
3611,1,165,1,1,54.0,0.312562,40,52,True,10
3612,1,165,2,1,57.0,1.491963,40,52,True,10
3613,1,165,3,0,36.0,0.334254,40,52,True,10
3614,1,165,4,1,57.0,0.255438,40,52,False,10
3615,1,165,5,1,59.0,0.241716,40,52,False,10
3616,1,165,6,1,68.0,0.285476,40,52,False,10
3617,1,165,7,1,61.0,0.704002,40,52,False,10
3618,1,165,8,1,56.0,0.656494,40,52,False,10
3619,1,165,9,1,47.0,1.155638,40,52,False,10
3620,1,166,0,1,54.0,0.55561,60,68,True,10
3621,1,166,1,0,72.0,0.379529,60,68,True,10
3622,1,166,2,0,65.0,3.04931,60,68,True,10
3623,1,166,3,1,72.0,0.638402,60,68,True,10
3624,1,166,4,1,76.0,0.683784,60,68,False,10
3625,1,166,5,0,63.0,0.318184,60,68,False,10
3626,1,166,6,1,83.0,0.605823,60,68,False,10
3627,1,166,7,1,69.0,0.626022,60,68,False,10
3628,1,166,8,0,62.0,0.231144,60,68,False,10
3629,1,166,9,1,82.0,0.402636,60,68,False,10
3630,1,167,0,1,65.0,0.512515,68,60,True,10
3631,1,167,1,1,60.0,0.43248,68,60,True,10
3632,1,167,2,0,72.0,0.317963,68,60,True,10
3633,1,167,3,1,58.0,0.408418,68,60,True,10
3634,1,167,4,1,72.0,0.757757,68,60,False,10
3635,1,167,5,0,73.0,0.4704,68,60,False,10
3636,1,167,6,0,74.0,0.656683,68,60,False,10
3637,1,167,7,0,63.0,0.283495,68,60,False,10
3638,1,167,8,1,48.0,0.294359,68,60,False,10
3639,1,167,9,0,76.0,0.255515,68,60,False,10
3640,1,168,0,0,44.0,0.570067,40,44,True,10
3641,1,168,1,0,43.0,0.338275,40,44,True,10
3642,1,168,2,1,44.0,0.5095,40,44,True,10
3643,1,168,3,1,57.0,0.363226,40,44,True,10
3644,1,168,4,0,40.0,0.540246,40,44,False,10
3645,1,168,5,1,46.0,0.556038,40,44,False,10
3646,1,168,6,0,44.0,0.522432,40,44,False,10
3647,1,168,7,1,57.0,0.83433,40,44,False,10
3648,1,168,8,1,43.0,0.960074,40,44,False,10
3649,1,168,9,1,44.0,1.022432,40,44,False,10
3650,1,169,0,1,48.0,0.777977,20,40,True,5
3651,1,169,1,1,37.0,1.393406,20,40,True,5
3652,1,169,2,0,24.0,0.345782,20,40,True,5
3653,1,169,3,0,27.0,0.457394,20,40,True,5
3654,1,169,4,0,32.0,3.268877,20,40,False,5
3655,1,170,0,0,62.0,0.704517,60,72,True,10
3656,1,170,1,0,47.0,0.362677,60,72,True,10
3657,1,170,2,1,77.0,0.395261,60,72,True,10
3658,1,170,3,1,72.0,0.434843,60,72,True,10
3659,1,170,4,1,77.0,0.439432,60,72,False,10
3660,1,170,5,1,64.0,0.362323,60,72,False,10
3661,1,170,6,1,78.0,0.385049,60,72,False,10
3662,1,170,7,1,72.0,0.424076,60,72,False,10
3663,1,170,8,1,73.0,0.419243,60,72,False,10
3664,1,170,9,1,76.0,0.5442,60,72,False,10
3665,1,171,0,1,66.0,1.431269,30,60,True,5
3666,1,171,1,0,27.0,0.326436,30,60,True,5
3667,1,171,2,0,26.0,0.509471,30,60,True,5
3668,1,171,3,0,22.0,0.439721,30,60,True,5
3669,1,171,4,1,55.0,0.236375,30,60,False,5
3670,1,172,0,1,64.0,0.382114,40,70,True,10
3671,1,172,1,0,45.0,0.285666,40,70,True,10
3672,1,172,2,0,53.0,0.426167,40,70,True,10
3673,1,172,3,0,39.0,0.366715,40,70,True,10
3674,1,172,4,1,61.0,0.316075,40,70,False,10
3675,1,172,5,1,66.0,0.357543,40,70,False,10
3676,1,172,6,1,66.0,0.285092,40,70,False,10
3677,1,172,7,1,82.0,0.965932,40,70,False,10
3678,1,172,8,1,69.0,1.757955,40,70,False,10
3679,1,172,9,1,78.0,1.07605,40,70,False,10
3680,1,173,0,0,63.0,0.590134,44,40,True,5
3681,1,173,1,1,33.0,0.308666,44,40,True,5
3682,1,173,2,1,26.0,0.51991,44,40,True,5
3683,1,173,3,1,46.0,0.376507,44,40,True,5
3684,1,173,4,0,42.0,0.360264,44,40,False,5
3685,1,174,0,1,71.0,0.448347,60,72,True,5
3686,1,174,1,0,70.0,0.354478,60,72,True,5
3687,1,174,2,1,82.0,0.434931,60,72,True,5
3688,1,174,3,0,65.0,0.400084,60,72,True,5
3689,1,174,4,1,85.0,0.286085,60,72,False,5
3690,1,175,0,1,35.0,0.496394,36,40,True,5
3691,1,175,1,1,52.0,0.354589,36,40,True,5
3692,1,175,2,0,28.0,0.363249,36,40,True,5
3693,1,175,3,1,46.0,0.281848,36,40,True,5
3694,1,175,4,1,40.0,0.259873,36,40,False,5
3695,1,176,0,0,34.0,0.400368,28,40,True,5
3696,1,176,1,0,33.0,0.397696,28,40,True,5
3697,1,176,2,1,28.0,0.332753,28,40,True,5
3698,1,176,3,1,39.0,0.397314,28,40,True,5
3699,1,176,4,0,16.0,0.266366,28,40,False,5
3700,1,177,0,0,62.0,0.532849,60,48,True,10
3701,1,177,1,1,53.0,0.381688,60,48,True,10
3702,1,177,2,1,66.0,0.413274,60,48,True,10
3703,1,177,3,0,69.0,0.331931,60,48,True,10
3704,1,177,4,1,37.0,0.628191,60,48,False,10
3705,1,177,5,0,50.0,0.223708,60,48,False,10
3706,1,177,6,1,46.0,0.25103,60,48,False,10
3707,1,177,7,0,57.0,0.303687,60,48,False,10
3708,1,177,8,0,58.0,0.319262,60,48,False,10
3709,1,177,9,0,71.0,0.976554,60,48,False,10
3710,1,178,0,0,48.0,0.421309,48,60,True,5
3711,1,178,1,1,46.0,0.298739,48,60,True,5
3712,1,178,2,1,62.0,0.413579,48,60,True,5
3713,1,178,3,0,54.0,0.331341,48,60,True,5
3714,1,178,4,1,63.0,1.452624,48,60,False,5
3715,1,179,0,1,46.0,0.560859,60,40,True,5
3716,1,179,1,0,61.0,2.287543,60,40,True,5
3717,1,179,2,1,26.0,0.379126,60,40,True,5
3718,1,179,3,1,38.0,0.434264,60,40,True,5
3719,1,179,4,0,54.0,0.26345,60,40,False,5
3720,1,180,0,1,3.0,0.449272,40,10,True,10
3721,1,180,1,0,37.0,2.829951,40,10,True,10
3722,1,180,2,0,39.0,0.332804,40,10,True,10
3723,1,180,3,1,5.0,0.557866,40,10,True,10
3724,1,180,4,0,35.0,0.525184,40,10,False,10
3725,1,180,5,0,34.0,0.269751,40,10,False,10
3726,1,180,6,0,34.0,0.264249,40,10,False,10
3727,1,180,7,0,43.0,0.299898,40,10,False,10
3728,1,180,8,0,38.0,0.868791,40,10,False,10
3729,1,180,9,0,45.0,1.616003,40,10,False,10
3730,1,181,0,0,17.0,0.402694,30,60,True,10
3731,1,181,1,1,66.0,0.281535,30,60,True,10
3732,1,181,2,0,37.0,0.356459,30,60,True,10
3733,1,181,3,0,40.0,0.541673,30,60,True,10
3734,1,181,4,1,70.0,1.237764,30,60,False,10
3735,1,181,5,1,60.0,0.424895,30,60,False,10
3736,1,181,6,1,68.0,0.293306,30,60,False,10
3737,1,181,7,1,75.0,0.32776,30,60,False,10
3738,1,181,8,1,59.0,2.071076,30,60,False,10
3739,1,181,9,1,67.0,3.994521,30,60,False,10
3740,1,182,0,0,32.0,0.439263,28,40,True,10
3741,1,182,1,0,25.0,0.354321,28,40,True,10
3742,1,182,2,0,43.0,0.355267,28,40,True,10
3743,1,182,3,1,46.0,0.30785,28,40,True,10
3744,1,182,4,1,41.0,0.525667,28,40,False,10
3745,1,182,5,0,24.0,0.333842,28,40,False,10
3746,1,182,6,1,34.0,0.228124,28,40,False,10
3747,1,182,7,1,29.0,0.23345,28,40,False,10
3748,1,182,8,1,54.0,0.244154,28,40,False,10
3749,1,182,9,1,42.0,0.249134,28,40,False,10
3750,1,183,0,1,32.0,0.437046,36,40,True,10
3751,1,183,1,1,42.0,0.440481,36,40,True,10
3752,1,183,2,0,48.0,0.300582,36,40,True,10
3753,1,183,3,1,49.0,0.367035,36,40,True,10
3754,1,183,4,0,27.0,1.990408,36,40,False,10
3755,1,183,5,1,51.0,0.484295,36,40,False,10
3756,1,183,6,1,57.0,0.253956,36,40,False,10
3757,1,183,7,1,58.0,1.568127,36,40,False,10
3758,1,183,8,1,39.0,0.270858,36,40,False,10
3759,1,183,9,1,50.0,2.154442,36,40,False,10
3760,1,184,0,1,63.0,0.448466,60,68,True,5
3761,1,184,1,0,56.0,0.364125,60,68,True,5
3762,1,184,2,0,57.0,1.205767,60,68,True,5
3763,1,184,3,1,77.0,4.233995,60,68,True,5
3764,1,184,4,1,74.0,0.526644,60,68,False,5
3765,1,185,0,0,51.0,1.039448,60,40,True,5
3766,1,185,1,1,51.0,0.379894,60,40,True,5
3767,1,185,2,1,61.0,2.89059,60,40,True,5
3768,1,185,3,1,31.0,0.341085,60,40,True,5
3769,1,185,4,0,49.0,0.334246,60,40,False,5
3770,1,186,0,1,49.0,0.624018,52,60,True,10
3771,1,186,1,0,58.0,2.490918,52,60,True,10
3772,1,186,2,0,52.0,0.302705,52,60,True,10
3773,1,186,3,1,58.0,0.289168,52,60,True,10
3774,1,186,4,1,47.0,0.666457,52,60,False,10
3775,1,186,5,0,52.0,0.293205,52,60,False,10
3776,1,186,6,0,42.0,1.734164,52,60,False,10
3777,1,186,7,0,45.0,0.599399,52,60,False,10
3778,1,186,8,1,49.0,0.588263,52,60,False,10
3779,1,186,9,0,56.0,1.202285,52,60,False,10
3780,1,187,0,0,87.0,0.37698,90,60,True,5
3781,1,187,1,1,45.0,0.3197,90,60,True,5
3782,1,187,2,0,67.0,0.351901,90,60,True,5
3783,1,187,3,1,58.0,0.344841,90,60,True,5
3784,1,187,4,0,89.0,4.656155,90,60,False,5
3785,1,188,0,1,21.0,0.435924,40,36,True,10
3786,1,188,1,0,46.0,0.496708,40,36,True,10
3787,1,188,2,1,29.0,0.382319,40,36,True,10
3788,1,188,3,0,36.0,0.338368,40,36,True,10
3789,1,188,4,0,30.0,0.427299,40,36,False,10
3790,1,188,5,0,40.0,5.622594,40,36,False,10
3791,1,188,6,0,34.0,0.468449,40,36,False,10
3792,1,188,7,0,33.0,0.375335,40,36,False,10
3793,1,188,8,0,29.0,0.781006,40,36,False,10
3794,1,188,9,0,46.0,2.180342,40,36,False,10
3795,1,189,0,1,28.0,0.466303,40,28,True,5
3796,1,189,1,1,36.0,0.445016,40,28,True,5
3797,1,189,2,0,35.0,0.346745,40,28,True,5
3798,1,189,3,1,12.0,2.498084,40,28,True,5
3799,1,189,4,0,48.0,0.780566,40,28,False,5
3800,1,190,0,0,45.0,0.363848,52,40,True,5
3801,1,190,1,0,38.0,0.490271,52,40,True,5
3802,1,190,2,1,36.0,0.581047,52,40,True,5
3803,1,190,3,0,47.0,0.467275,52,40,True,5
3804,1,190,4,0,60.0,4.303043,52,40,False,5
3805,1,191,0,1,70.0,0.467122,90,60,True,5
3806,1,191,1,0,99.0,0.349535,90,60,True,5
3807,1,191,2,1,61.0,0.397745,90,60,True,5
3808,1,191,3,0,97.0,0.210506,90,60,True,5
3809,1,191,4,0,93.0,0.16952,90,60,False,5
3810,1,192,0,0,54.0,0.360782,68,60,True,10
3811,1,192,1,0,77.0,0.274924,68,60,True,10
3812,1,192,2,1,52.0,0.795069,68,60,True,10
3813,1,192,3,0,58.0,0.265996,68,60,True,10
3814,1,192,4,0,69.0,0.396871,68,60,False,10
3815,1,192,5,0,71.0,0.297229,68,60,False,10
3816,1,192,6,0,57.0,0.299317,68,60,False,10
3817,1,192,7,0,74.0,0.372491,68,60,False,10
3818,1,192,8,0,73.0,3.273946,68,60,False,10
3819,1,192,9,0,79.0,0.310245,68,60,False,10
3820,1,193,0,0,46.0,0.405153,40,20,True,5
3821,1,193,1,0,57.0,0.332408,40,20,True,5
3822,1,193,2,1,20.0,0.381053,40,20,True,5
3823,1,193,3,1,16.0,0.419762,40,20,True,5
3824,1,193,4,0,45.0,0.321542,40,20,False,5
3825,1,194,0,0,30.0,0.313747,40,52,True,10
3826,1,194,1,1,54.0,0.355923,40,52,True,10
3827,1,194,2,1,57.0,0.372092,40,52,True,10
3828,1,194,3,0,36.0,0.339982,40,52,True,10
3829,1,194,4,1,57.0,0.226431,40,52,False,10
3830,1,194,5,1,59.0,0.367254,40,52,False,10
3831,1,194,6,1,68.0,0.365357,40,52,False,10
3832,1,194,7,1,61.0,8.988696,40,52,False,10
3833,1,194,8,1,56.0,0.266994,40,52,False,10
3834,1,194,9,0,25.0,0.573963,40,52,False,10
3835,1,195,0,0,66.0,0.501331,60,68,True,10
3836,1,195,1,0,53.0,0.341762,60,68,True,10
3837,1,195,2,1,68.0,0.424929,60,68,True,10
3838,1,195,3,1,64.0,0.531821,60,68,True,10
3839,1,195,4,0,68.0,0.498959,60,68,False,10
3840,1,195,5,1,49.0,0.556131,60,68,False,10
3841,1,195,6,1,74.0,4.628814,60,68,False,10
3842,1,195,7,0,58.0,0.288287,60,68,False,10
3843,1,195,8,1,54.0,0.281689,60,68,False,10
3844,1,195,9,1,66.0,0.300217,60,68,False,10
3845,1,196,0,1,62.0,3.771731,10,40,True,5
3846,1,196,1,0,8.0,0.326026,10,40,True,5
3847,1,196,2,1,37.0,0.333922,10,40,True,5
3848,1,196,3,0,5.0,0.398523,10,40,True,5
3849,1,196,4,1,29.0,0.30155,10,40,False,5
3850,1,197,0,0,16.0,3.982368,10,40,True,10
3851,1,197,1,0,1.0,0.35782,10,40,True,10
3852,1,197,2,1,43.0,0.342415,10,40,True,10
3853,1,197,3,0,12.0,0.454791,10,40,True,10
3854,1,197,4,1,42.0,0.530818,10,40,False,10
3855,1,197,5,1,34.0,0.266323,10,40,False,10
3856,1,197,6,1,48.0,10.925463,10,40,False,10
3857,1,197,7,1,35.0,0.246764,10,40,False,10
3858,1,197,8,1,44.0,0.378612,10,40,False,10
3859,1,197,9,1,43.0,0.321089,10,40,False,10
3860,1,198,0,1,54.0,0.480631,64,60,True,10
3861,1,198,1,1,62.0,5.447381,64,60,True,10
3862,1,198,2,0,63.0,0.354214,64,60,True,10
3863,1,198,3,1,57.0,0.408895,64,60,True,10
3864,1,198,4,0,54.0,0.350495,64,60,False,10
3865,1,198,5,1,53.0,0.31792,64,60,False,10
3866,1,198,6,0,66.0,0.390972,64,60,False,10
3867,1,198,7,0,47.0,0.98933,64,60,False,10
