,sub,prolific_id,elic,p1,p2,rtime,out,cfout,cho,corr,10,trial,cond,cont1,cont2,15,16,17,rew,sess,op1,op2,ev1,ev2,catch,25,26,dist,plot,dbtime
0,3325406994.0,,-1.0,0.7,0.3,1378.0,-1.0,1.0,2.0,0.0,0.0,0.0,2.0,-1.0,-1.0,8.0,6.0,-1.0,0.0,-1.0,6.0,8.0,0.4,-0.4,-1.0,1.0,92570.0,0.0,0.0,
1,3325406994.0,,-1.0,0.7,0.3,1167.0,1.0,-1.0,1.0,1.0,0.0,1.0,2.0,-1.0,-1.0,8.0,6.0,1.0,0.0,-1.0,6.0,8.0,0.4,-0.4,-1.0,1.0,96462.0,0.0,0.0,
2,3325406994.0,,-1.0,0.7,0.3,890.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,-1.0,-1.0,6.0,8.0,-1.0,0.0,-1.0,6.0,8.0,0.4,-0.4,-1.0,0.0,100143.0,0.0,0.0,
3,3325406994.0,,-1.0,0.8,0.2,2029.0,-1.0,1.0,2.0,0.0,0.0,3.0,1.0,-1.0,-1.0,5.0,2.0,1.0,0.0,-1.0,5.0,2.0,0.6,-0.6,-1.0,0.0,103542.0,0.0,0.0,
4,3325406994.0,,-1.0,0.8,0.2,1318.0,1.0,-1.0,1.0,1.0,0.0,4.0,1.0,-1.0,-1.0,2.0,5.0,1.0,0.0,-1.0,5.0,2.0,0.6,-0.6,-1.0,1.0,108100.0,0.0,0.0,
5,3325406994.0,,-1.0,0.8,0.2,628.0,1.0,-1.0,1.0,1.0,0.0,5.0,1.0,-1.0,-1.0,2.0,5.0,1.0,0.0,-1.0,5.0,2.0,0.6,-0.6,-1.0,1.0,111932.0,0.0,0.0,
6,3325406994.0,,-1.0,0.6,0.4,1100.0,-1.0,1.0,2.0,0.0,0.0,6.0,3.0,-1.0,-1.0,4.0,7.0,1.0,0.0,-1.0,4.0,7.0,0.2,-0.2,-1.0,0.0,115080.0,0.0,0.0,
7,3325406994.0,,-1.0,0.6,0.4,783.0,-1.0,-1.0,1.0,1.0,0.0,7.0,3.0,-1.0,-1.0,7.0,4.0,1.0,0.0,-1.0,4.0,7.0,0.2,-0.2,-1.0,1.0,118699.0,0.0,0.0,
8,3558275959.0,,-1.0,0.9,0.1,3430.0,-1.0,-1.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,5.0,7.0,-1.0,0.0,-1.0,7.0,5.0,0.8,-0.8,-1.0,1.0,145166.0,0.0,0.0,
9,3325406994.0,,-1.0,0.6,0.4,522.0,1.0,-1.0,1.0,1.0,0.0,8.0,3.0,-1.0,-1.0,7.0,4.0,1.0,0.0,-1.0,4.0,7.0,0.2,-0.2,-1.0,1.0,121998.0,0.0,0.0,
10,3558275959.0,,-1.0,0.9,0.1,1319.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,5.0,7.0,1.0,0.0,-1.0,7.0,5.0,0.8,-0.8,-1.0,1.0,151125.0,0.0,0.0,
11,3325406994.0,,-1.0,0.9,0.1,1336.0,-1.0,1.0,2.0,0.0,0.0,9.0,0.0,-1.0,-1.0,3.0,1.0,-1.0,0.0,-1.0,1.0,3.0,0.8,-0.8,-1.0,1.0,125036.0,0.0,0.0,
12,3558275959.0,,-1.0,0.9,0.1,1144.0,1.0,-1.0,1.0,1.0,0.0,2.0,0.0,-1.0,-1.0,7.0,5.0,-1.0,0.0,-1.0,7.0,5.0,0.8,-0.8,-1.0,0.0,154956.0,0.0,0.0,
13,3325406994.0,,-1.0,0.9,0.1,864.0,1.0,-1.0,1.0,1.0,0.0,10.0,0.0,-1.0,-1.0,1.0,3.0,-1.0,0.0,-1.0,1.0,3.0,0.8,-0.8,-1.0,0.0,128878.0,0.0,0.0,
14,3325406994.0,,-1.0,0.9,0.1,938.0,1.0,-1.0,1.0,1.0,0.0,11.0,0.0,-1.0,-1.0,3.0,1.0,1.0,0.0,-1.0,1.0,3.0,0.8,-0.8,-1.0,1.0,132262.0,0.0,0.0,
15,3558275959.0,,-1.0,0.6,0.4,5727.0,1.0,-1.0,1.0,1.0,0.0,3.0,3.0,-1.0,-1.0,2.0,1.0,-1.0,0.0,-1.0,2.0,1.0,0.2,-0.2,-1.0,0.0,158621.0,0.0,0.0,
16,3558275959.0,,-1.0,0.6,0.4,813.0,-1.0,1.0,1.0,1.0,0.0,4.0,3.0,-1.0,-1.0,1.0,2.0,1.0,0.0,-1.0,2.0,1.0,0.2,-0.2,-1.0,1.0,166863.0,0.0,0.0,
17,3558275959.0,,-1.0,0.6,0.4,942.0,-1.0,1.0,1.0,1.0,0.0,5.0,3.0,-1.0,-1.0,2.0,1.0,-1.0,0.0,-1.0,2.0,1.0,0.2,-0.2,-1.0,0.0,170206.0,0.0,0.0,
18,3558275959.0,,-1.0,0.8,0.2,4303.0,1.0,-1.0,2.0,0.0,0.0,6.0,1.0,-1.0,-1.0,6.0,4.0,1.0,0.0,-1.0,6.0,4.0,0.6,-0.6,-1.0,0.0,173661.0,0.0,0.0,
19,3558275959.0,,-1.0,0.8,0.2,528.0,1.0,-1.0,1.0,1.0,0.0,7.0,1.0,-1.0,-1.0,6.0,4.0,-1.0,0.0,-1.0,6.0,4.0,0.6,-0.6,-1.0,0.0,180469.0,0.0,0.0,
20,3558275959.0,,-1.0,0.8,0.2,459.0,1.0,-1.0,1.0,1.0,0.0,8.0,1.0,-1.0,-1.0,6.0,4.0,-1.0,0.0,-1.0,6.0,4.0,0.6,-0.6,-1.0,0.0,183506.0,0.0,0.0,
21,3558275959.0,,-1.0,0.7,0.3,1652.0,-1.0,1.0,2.0,0.0,0.0,9.0,2.0,-1.0,-1.0,8.0,3.0,1.0,0.0,-1.0,8.0,3.0,0.4,-0.4,-1.0,0.0,186489.0,0.0,0.0,
22,3558275959.0,,-1.0,0.7,0.3,370.0,-1.0,-1.0,1.0,1.0,0.0,10.0,2.0,-1.0,-1.0,8.0,3.0,-1.0,0.0,-1.0,8.0,3.0,0.4,-0.4,-1.0,0.0,190661.0,0.0,0.0,
23,3558275959.0,,-1.0,0.7,0.3,5112.0,1.0,-1.0,1.0,1.0,0.0,11.0,2.0,-1.0,-1.0,8.0,3.0,-1.0,0.0,-1.0,8.0,3.0,0.4,-0.4,-1.0,0.0,193541.0,0.0,0.0,
24,3325406994.0,,0.0,0.8,0.0,2668.0,1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,8.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.6,-1.0,0.0,0.0,168602.0,-1.0,0.0,
25,3325406994.0,,0.0,0.8,0.3,2593.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,8.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.6,-0.4,0.0,0.0,173775.0,-1.0,0.0,
26,3325406994.0,,0.0,0.8,0.2,971.0,1.0,-1.0,1.0,1.0,1.0,2.0,-1.0,8.0,2.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.6,-0.6,0.0,0.0,178875.0,-1.0,0.0,
27,3325406994.0,,0.0,0.8,0.1,858.0,1.0,-1.0,1.0,1.0,1.0,3.0,-1.0,8.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.6,-0.8,0.0,0.0,182350.0,-1.0,0.0,
28,439844155.0,,-1.0,0.9,0.1,17786.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,6.0,1.0,1.0,0.0,-1.0,1.0,6.0,0.8,-0.8,-1.0,1.0,47972.0,0.0,0.0,
29,3325406994.0,,0.0,0.8,0.3,1058.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.0,8.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.6,-0.4,1.0,0.0,185712.0,-1.0,0.0,
30,439844155.0,,-1.0,0.9,0.1,2674.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,6.0,1.0,1.0,0.0,-1.0,1.0,6.0,0.8,-0.8,-1.0,1.0,69640.0,0.0,0.0,
31,3325406994.0,,0.0,0.2,0.3,1829.0,-1.0,-1.0,1.0,0.0,1.0,5.0,-1.0,2.0,3.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.6,-0.4,0.0,1.0,189275.0,-1.0,0.0,
32,3325406994.0,,0.0,0.2,0.1,1011.0,-1.0,-1.0,1.0,1.0,1.0,6.0,-1.0,2.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.6,-0.8,0.0,0.0,193607.0,-1.0,0.0,
33,439844155.0,,-1.0,0.9,0.1,2098.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,-1.0,-1.0,6.0,1.0,1.0,0.0,-1.0,1.0,6.0,0.8,-0.8,-1.0,1.0,74844.0,0.0,0.0,
34,3325406994.0,,0.0,0.2,0.2,1052.0,-1.0,-1.0,1.0,1.0,1.0,7.0,-1.0,2.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.6,-0.6,0.0,1.0,197124.0,-1.0,0.0,
35,439844155.0,,-1.0,0.6,0.4,2004.0,1.0,-1.0,1.0,1.0,0.0,3.0,3.0,-1.0,-1.0,5.0,2.0,-1.0,0.0,-1.0,5.0,2.0,0.2,-0.2,-1.0,0.0,79465.0,0.0,0.0,
36,3961533162.0,,-1.0,0.8,0.2,1971.0,-1.0,-1.0,2.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,2.0,-1.0,0.0,-1.0,2.0,1.0,0.6,-0.6,-1.0,1.0,187572.0,0.0,0.0,
37,3325406994.0,,0.0,0.2,0.0,1402.0,-1.0,-1.0,1.0,1.0,1.0,8.0,-1.0,2.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.6,-1.0,0.0,1.0,200684.0,-1.0,0.0,
38,439844155.0,,-1.0,0.6,0.4,1322.0,1.0,-1.0,2.0,0.0,0.0,4.0,3.0,-1.0,-1.0,5.0,2.0,1.0,0.0,-1.0,5.0,2.0,0.2,-0.2,-1.0,0.0,84010.0,0.0,0.0,
39,3325406994.0,,0.0,0.8,0.2,826.0,1.0,1.0,1.0,1.0,1.0,9.0,-1.0,8.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.6,-0.6,1.0,1.0,204590.0,-1.0,0.0,
40,3961533162.0,,-1.0,0.8,0.2,1781.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,2.0,-1.0,0.0,-1.0,2.0,1.0,0.6,-0.6,-1.0,1.0,192089.0,0.0,0.0,
41,439844155.0,,-1.0,0.6,0.4,1452.0,-1.0,1.0,2.0,0.0,0.0,5.0,3.0,-1.0,-1.0,2.0,5.0,-1.0,0.0,-1.0,5.0,2.0,0.2,-0.2,-1.0,1.0,87871.0,0.0,0.0,
42,3325406994.0,,0.0,0.6,0.0,827.0,1.0,-1.0,1.0,1.0,1.0,10.0,-1.0,6.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.2,-1.0,0.0,1.0,207919.0,-1.0,0.0,
43,439844155.0,,-1.0,0.8,0.2,974.0,1.0,1.0,2.0,0.0,0.0,6.0,1.0,-1.0,-1.0,4.0,3.0,1.0,0.0,-1.0,4.0,3.0,0.6,-0.6,-1.0,0.0,91856.0,0.0,0.0,
44,3961533162.0,,-1.0,0.8,0.2,2886.0,-1.0,-1.0,1.0,1.0,0.0,2.0,1.0,-1.0,-1.0,1.0,2.0,1.0,0.0,-1.0,2.0,1.0,0.6,-0.6,-1.0,1.0,196385.0,0.0,0.0,
45,3325406994.0,,0.0,0.6,0.1,1097.0,1.0,-1.0,1.0,1.0,1.0,11.0,-1.0,6.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.2,-0.8,0.0,0.0,211251.0,-1.0,0.0,
46,1386068581.0,,-1.0,0.7,0.3,2774.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,-1.0,-1.0,1.0,3.0,-1.0,0.0,-1.0,1.0,3.0,0.4,-0.4,-1.0,0.0,200611.0,0.0,0.0,
47,439844155.0,,-1.0,0.8,0.2,754.0,-1.0,-1.0,2.0,0.0,0.0,7.0,1.0,-1.0,-1.0,4.0,3.0,1.0,0.0,-1.0,4.0,3.0,0.6,-0.6,-1.0,0.0,95389.0,0.0,0.0,
48,3961533162.0,,-1.0,0.6,0.4,1440.0,1.0,-1.0,1.0,1.0,0.0,3.0,3.0,-1.0,-1.0,5.0,6.0,1.0,0.0,-1.0,6.0,5.0,0.2,-0.2,-1.0,1.0,201786.0,0.0,0.0,
49,1386068581.0,,-1.0,0.7,0.3,2002.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,-1.0,-1.0,1.0,3.0,-1.0,0.0,-1.0,1.0,3.0,0.4,-0.4,-1.0,0.0,205937.0,0.0,0.0,
50,439844155.0,,-1.0,0.8,0.2,835.0,-1.0,1.0,2.0,0.0,0.0,8.0,1.0,-1.0,-1.0,4.0,3.0,1.0,0.0,-1.0,4.0,3.0,0.6,-0.6,-1.0,0.0,98683.0,0.0,0.0,
51,3961533162.0,,-1.0,0.6,0.4,2731.0,1.0,-1.0,1.0,1.0,0.0,4.0,3.0,-1.0,-1.0,5.0,6.0,1.0,0.0,-1.0,6.0,5.0,0.2,-0.2,-1.0,1.0,205738.0,0.0,0.0,
52,1386068581.0,,-1.0,0.7,0.3,1234.0,-1.0,-1.0,1.0,1.0,0.0,2.0,2.0,-1.0,-1.0,1.0,3.0,-1.0,0.0,-1.0,1.0,3.0,0.4,-0.4,-1.0,0.0,210455.0,0.0,0.0,
53,439844155.0,,-1.0,0.7,0.3,1093.0,1.0,-1.0,1.0,1.0,0.0,9.0,2.0,-1.0,-1.0,8.0,7.0,1.0,0.0,-1.0,7.0,8.0,0.4,-0.4,-1.0,1.0,102065.0,0.0,0.0,
54,3961533162.0,,-1.0,0.6,0.4,1166.0,-1.0,1.0,2.0,0.0,0.0,5.0,3.0,-1.0,-1.0,5.0,6.0,-1.0,0.0,-1.0,6.0,5.0,0.2,-0.2,-1.0,1.0,210986.0,0.0,0.0,
55,439844155.0,,-1.0,0.7,0.3,934.0,1.0,-1.0,1.0,1.0,0.0,10.0,2.0,-1.0,-1.0,7.0,8.0,-1.0,0.0,-1.0,7.0,8.0,0.4,-0.4,-1.0,0.0,105690.0,0.0,0.0,
56,1386068581.0,,-1.0,0.8,0.2,3714.0,1.0,-1.0,1.0,1.0,0.0,3.0,1.0,-1.0,-1.0,2.0,8.0,1.0,0.0,-1.0,8.0,2.0,0.6,-0.6,-1.0,1.0,214208.0,0.0,0.0,
57,3558275959.0,,0.0,0.8,0.0,1521.0,1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,8.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.6,-1.0,0.0,1.0,255130.0,-1.0,0.0,
58,439844155.0,,-1.0,0.7,0.3,1056.0,1.0,1.0,1.0,1.0,0.0,11.0,2.0,-1.0,-1.0,8.0,7.0,1.0,0.0,-1.0,7.0,8.0,0.4,-0.4,-1.0,1.0,109148.0,0.0,0.0,
59,3961533162.0,,-1.0,0.7,0.3,2197.0,1.0,1.0,1.0,1.0,0.0,6.0,2.0,-1.0,-1.0,4.0,3.0,1.0,0.0,-1.0,3.0,4.0,0.4,-0.4,-1.0,1.0,214675.0,0.0,0.0,
60,3558275959.0,,0.0,0.8,0.3,1463.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,8.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.6,-0.4,0.0,0.0,259156.0,-1.0,0.0,
61,1386068581.0,,-1.0,0.8,0.2,2358.0,1.0,-1.0,1.0,1.0,0.0,4.0,1.0,-1.0,-1.0,2.0,8.0,1.0,0.0,-1.0,8.0,2.0,0.6,-0.6,-1.0,1.0,220447.0,0.0,0.0,
62,3961533162.0,,-1.0,0.7,0.3,731.0,1.0,1.0,1.0,1.0,0.0,7.0,2.0,-1.0,-1.0,4.0,3.0,1.0,0.0,-1.0,3.0,4.0,0.4,-0.4,-1.0,1.0,219392.0,0.0,0.0,
63,3558275959.0,,0.0,0.8,0.2,1132.0,-1.0,1.0,1.0,1.0,1.0,2.0,-1.0,8.0,2.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.6,-0.6,0.0,0.0,263127.0,-1.0,0.0,
64,3961533162.0,,-1.0,0.7,0.3,566.0,-1.0,1.0,2.0,0.0,0.0,8.0,2.0,-1.0,-1.0,4.0,3.0,-1.0,0.0,-1.0,3.0,4.0,0.4,-0.4,-1.0,1.0,222641.0,0.0,0.0,
65,1386068581.0,,-1.0,0.8,0.2,2662.0,1.0,-1.0,1.0,1.0,0.0,5.0,1.0,-1.0,-1.0,8.0,2.0,-1.0,0.0,-1.0,8.0,2.0,0.6,-0.6,-1.0,0.0,225332.0,0.0,0.0,
66,3558275959.0,,0.0,0.8,0.1,718.0,1.0,-1.0,1.0,1.0,1.0,3.0,-1.0,8.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.6,-0.8,0.0,0.0,266765.0,-1.0,0.0,
67,3961533162.0,,-1.0,0.9,0.1,387.0,1.0,-1.0,1.0,1.0,0.0,9.0,0.0,-1.0,-1.0,7.0,8.0,1.0,0.0,-1.0,8.0,7.0,0.8,-0.8,-1.0,1.0,225726.0,0.0,0.0,
68,3961533162.0,,-1.0,0.9,0.1,298.0,1.0,-1.0,1.0,1.0,0.0,10.0,0.0,-1.0,-1.0,7.0,8.0,1.0,0.0,-1.0,8.0,7.0,0.8,-0.8,-1.0,1.0,228628.0,0.0,0.0,
69,1386068581.0,,-1.0,0.6,0.4,1980.0,-1.0,1.0,2.0,0.0,0.0,6.0,3.0,-1.0,-1.0,7.0,6.0,-1.0,0.0,-1.0,6.0,7.0,0.2,-0.2,-1.0,1.0,230516.0,0.0,0.0,
70,3558275959.0,,0.0,0.7,0.2,846.0,-1.0,1.0,2.0,0.0,1.0,4.0,-1.0,7.0,2.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.4,-0.6,1.0,1.0,269989.0,-1.0,0.0,
71,3961533162.0,,-1.0,0.9,0.1,474.0,1.0,-1.0,1.0,1.0,0.0,11.0,0.0,-1.0,-1.0,8.0,7.0,-1.0,0.0,-1.0,8.0,7.0,0.8,-0.8,-1.0,0.0,231440.0,0.0,0.0,
72,302662617.0,,-1.0,0.8,0.2,7667.0,-1.0,1.0,2.0,0.0,0.0,0.0,1.0,-1.0,-1.0,4.0,3.0,1.0,0.0,-1.0,4.0,3.0,0.6,-0.6,-1.0,0.0,260916.0,0.0,0.0,
73,1386068581.0,,-1.0,0.6,0.4,877.0,1.0,-1.0,1.0,1.0,0.0,7.0,3.0,-1.0,-1.0,7.0,6.0,1.0,0.0,-1.0,6.0,7.0,0.2,-0.2,-1.0,1.0,235016.0,0.0,0.0,
74,3558275959.0,,0.0,0.2,0.3,1342.0,-1.0,1.0,1.0,0.0,1.0,5.0,-1.0,2.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.6,-0.4,0.0,0.0,273341.0,-1.0,0.0,
75,302662617.0,,-1.0,0.8,0.2,1644.0,-1.0,-1.0,2.0,0.0,0.0,1.0,1.0,-1.0,-1.0,4.0,3.0,1.0,0.0,-1.0,4.0,3.0,0.6,-0.6,-1.0,0.0,271123.0,0.0,0.0,
76,3558275959.0,,0.0,0.2,0.0,899.0,-1.0,-1.0,1.0,1.0,1.0,6.0,-1.0,2.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.6,-1.0,0.0,1.0,277192.0,-1.0,0.0,
77,1386068581.0,,-1.0,0.6,0.4,1417.0,-1.0,-1.0,1.0,1.0,0.0,8.0,3.0,-1.0,-1.0,6.0,7.0,-1.0,0.0,-1.0,6.0,7.0,0.2,-0.2,-1.0,0.0,238424.0,0.0,0.0,
78,3558275959.0,,0.0,0.2,0.2,935.0,-1.0,-1.0,1.0,1.0,1.0,7.0,-1.0,2.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.6,-0.6,0.0,1.0,280603.0,-1.0,0.0,
79,302662617.0,,-1.0,0.8,0.2,1308.0,-1.0,1.0,2.0,0.0,0.0,2.0,1.0,-1.0,-1.0,4.0,3.0,1.0,0.0,-1.0,4.0,3.0,0.6,-0.6,-1.0,0.0,275298.0,0.0,0.0,
80,1386068581.0,,-1.0,0.9,0.1,1400.0,1.0,-1.0,1.0,1.0,0.0,9.0,0.0,-1.0,-1.0,4.0,5.0,-1.0,0.0,-1.0,4.0,5.0,0.8,-0.8,-1.0,0.0,242378.0,0.0,0.0,
81,3558275959.0,,0.0,0.2,0.1,741.0,-1.0,-1.0,1.0,1.0,1.0,8.0,-1.0,2.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.6,-0.8,0.0,0.0,284045.0,-1.0,0.0,
82,302662617.0,,-1.0,0.6,0.4,1109.0,1.0,-1.0,1.0,1.0,0.0,3.0,3.0,-1.0,-1.0,5.0,1.0,1.0,0.0,-1.0,1.0,5.0,0.2,-0.2,-1.0,1.0,279133.0,0.0,0.0,
83,1386068581.0,,-1.0,0.9,0.1,1036.0,1.0,-1.0,1.0,1.0,0.0,10.0,0.0,-1.0,-1.0,4.0,5.0,-1.0,0.0,-1.0,4.0,5.0,0.8,-0.8,-1.0,0.0,246311.0,0.0,0.0,
84,3558275959.0,,0.0,1.0,0.0,717.0,1.0,-1.0,1.0,1.0,1.0,9.0,-1.0,10.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,287294.0,-1.0,0.0,
85,302662617.0,,-1.0,0.6,0.4,1544.0,1.0,-1.0,2.0,0.0,0.0,4.0,3.0,-1.0,-1.0,5.0,1.0,-1.0,0.0,-1.0,1.0,5.0,0.2,-0.2,-1.0,1.0,282769.0,0.0,0.0,
86,1386068581.0,,-1.0,0.9,0.1,1864.0,1.0,-1.0,1.0,1.0,0.0,11.0,0.0,-1.0,-1.0,5.0,4.0,1.0,0.0,-1.0,4.0,5.0,0.8,-0.8,-1.0,1.0,249869.0,0.0,0.0,
87,3558275959.0,,0.0,0.9,0.3,770.0,1.0,-1.0,1.0,1.0,1.0,10.0,-1.0,9.0,3.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.8,-0.4,0.0,1.0,290521.0,-1.0,0.0,
88,302662617.0,,-1.0,0.6,0.4,1764.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,-1.0,-1.0,1.0,5.0,-1.0,0.0,-1.0,1.0,5.0,0.2,-0.2,-1.0,0.0,286859.0,0.0,0.0,
89,3558275959.0,,0.0,0.9,0.2,745.0,1.0,1.0,1.0,1.0,1.0,11.0,-1.0,9.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.8,-0.6,0.0,1.0,293794.0,-1.0,0.0,
90,302662617.0,,-1.0,0.7,0.3,2964.0,-1.0,1.0,2.0,0.0,0.0,6.0,2.0,-1.0,-1.0,7.0,8.0,1.0,0.0,-1.0,7.0,8.0,0.4,-0.4,-1.0,0.0,291149.0,0.0,0.0,
91,302662617.0,,-1.0,0.7,0.3,5396.0,1.0,-1.0,1.0,1.0,0.0,7.0,2.0,-1.0,-1.0,7.0,8.0,-1.0,0.0,-1.0,7.0,8.0,0.4,-0.4,-1.0,0.0,296633.0,0.0,0.0,
92,302662617.0,,-1.0,0.7,0.3,840.0,-1.0,-1.0,2.0,0.0,0.0,8.0,2.0,-1.0,-1.0,7.0,8.0,1.0,0.0,-1.0,7.0,8.0,0.4,-0.4,-1.0,0.0,304550.0,0.0,0.0,
93,3325406994.0,,2.0,0.1,0.0,11310.0,1.0,-1.0,10.0,1.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.8,-1.0,1.0,0.0,272272.0,0.0,0.36,
94,439844155.0,,0.0,0.9,0.1,4501.0,1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,9.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.8,-0.8,0.0,0.0,161156.0,-1.0,0.0,
95,302662617.0,,-1.0,0.9,0.1,1294.0,1.0,-1.0,1.0,1.0,0.0,9.0,0.0,-1.0,-1.0,2.0,6.0,-1.0,0.0,-1.0,2.0,6.0,0.8,-0.8,-1.0,0.0,307915.0,0.0,0.0,
96,302662617.0,,-1.0,0.9,0.1,784.0,1.0,-1.0,1.0,1.0,0.0,10.0,0.0,-1.0,-1.0,2.0,6.0,-1.0,0.0,-1.0,2.0,6.0,0.8,-0.8,-1.0,0.0,311738.0,0.0,0.0,
97,439844155.0,,0.0,0.9,0.0,2430.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,9.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.8,-1.0,0.0,0.0,168174.0,-1.0,0.0,
98,3325406994.0,,2.0,0.9,0.0,7198.0,1.0,-1.0,70.0,0.0,1.0,1.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.8,-1.0,0.0,0.0,284294.0,20.0,0.22,
99,302662617.0,,-1.0,0.9,0.1,1390.0,1.0,-1.0,1.0,1.0,0.0,11.0,0.0,-1.0,-1.0,2.0,6.0,-1.0,0.0,-1.0,2.0,6.0,0.8,-0.8,-1.0,0.0,315048.0,0.0,0.0,
100,439844155.0,,0.0,0.9,0.3,2105.0,1.0,-1.0,1.0,1.0,1.0,2.0,-1.0,9.0,3.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.8,-0.4,0.0,1.0,173119.0,-1.0,0.0,
101,3325406994.0,,2.0,0.6,0.0,5263.0,-1.0,-1.0,75.0,0.0,1.0,2.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.2,-1.0,0.0,0.0,292197.0,15.0,0.75,
102,439844155.0,,0.0,0.9,0.2,1598.0,-1.0,-1.0,1.0,1.0,1.0,3.0,-1.0,9.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.8,-0.6,0.0,1.0,177763.0,-1.0,0.0,
103,3325406994.0,,2.0,0.1,0.0,2103.0,-1.0,-1.0,30.0,0.0,1.0,3.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.8,-1.0,0.0,0.0,298165.0,20.0,0.08,
104,439844155.0,,0.0,1.0,0.0,1325.0,1.0,-1.0,1.0,1.0,1.0,4.0,-1.0,10.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,181876.0,-1.0,0.0,
105,3325406994.0,,2.0,0.0,0.0,4245.0,-1.0,-1.0,0.0,1.0,1.0,4.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,300976.0,0.0,0.67,
106,439844155.0,,0.0,0.1,0.1,2381.0,1.0,-1.0,1.0,1.0,1.0,5.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.8,-0.8,0.0,0.0,185718.0,-1.0,0.0,
